20,1,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,1
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,1
20,20,1
20,22,0
20,23,0
20,24,1
20,25,1
20,26,1
20,27,1
20,28,0
20,29,1
20,30,0
20,31,0
20,32,0
20,33,1
20,34,0
20,35,0
20,36,0
20,37,0
20,38,0
20,39,0
20,40,1
20,41,1
20,42,0
20,43,0
20,44,1
20,45,1
30,1,1
30,2,1
30,3,1
30,4,0
30,5,1
30,6,1
30,7,1
30,9,1
30,10,1
30,11,1
30,12,1
30,13,0
30,14,1
30,16,1
30,17,1
30,18,1
30,19,1
30,20,0
30,21,1
30,24,0
30,25,0
30,26,1
30,27,1
30,28,1
30,29,1
30,30,1
30,31,1
30,32,1
30,33,0
30,34,1
30,35,1
30,36,1
30,37,1
30,38,1
30,39,1
30,40,1
30,41,0
30,42,1
30,43,1
39,2,1
39,3,0
39,4,0
39,5,0
39,6,0
39,7,0
39,8,0
39,9,0
39,10,0
39,11,1
39,12,0
39,14,0
39,15,0
39,16,0
39,17,0
39,18,0
39,19,0
39,20,0
39,21,0
39,22,0
39,23,0
39,24,1
39,25,0
39,26,0
39,28,0
39,29,0
39,30,0
39,31,1
39,32,0
39,33,0
39,34,0
39,35,0
39,36,0
39,37,0
39,38,0
39,39,1
39,40,0
39,41,0
39,42,0
39,43,1
39,44,1
39,45,0
54,1,0
54,2,1
54,3,1
54,4,0
54,5,0
54,6,0
54,7,1
54,8,1
54,9,1
54,10,1
54,11,1
54,12,1
54,13,0
54,14,0
54,15,0
54,16,1
54,17,0
54,18,1
54,19,1
54,20,0
54,21,1
54,22,0
54,23,0
54,24,1
54,25,1
54,26,1
54,27,1
54,28,1
54,29,1
54,30,0
54,31,1
54,32,1
54,33,0
54,34,1
54,35,1
54,38,0
54,39,1
54,40,0
54,41,0
54,42,1
54,44,1
54,45,1
55,1,0
55,2,0
55,3,0
55,4,0
55,5,0
55,6,0
55,7,0
55,8,0
55,9,0
55,10,0
55,11,0
55,12,1
55,13,0
55,14,1
55,15,0
55,16,0
55,17,0
55,18,0
55,19,0
55,20,0
55,21,0
55,22,0
55,23,0
55,24,0
55,25,0
55,26,0
55,27,0
55,28,0
55,29,0
55,30,0
55,31,0
55,32,0
55,33,0
55,34,1
55,35,0
55,36,0
55,37,1
55,38,1
55,39,0
55,40,1
55,41,1
55,42,0
55,43,0
55,44,1
55,45,0
60,1,0
60,2,0
60,3,1
60,4,0
60,5,0
60,6,0
60,7,0
60,8,0
60,9,0
60,10,0
60,11,0
60,12,0
60,13,0
60,14,0
60,15,0
60,16,0
60,17,0
60,18,0
60,19,0
60,20,0
60,21,0
60,22,0
60,23,0
60,24,0
60,25,0
60,26,0
60,27,0
60,28,0
60,29,0
60,30,0
60,31,0
60,32,0
60,33,0
60,34,0
60,35,0
60,36,0
60,37,0
60,39,0
60,40,0
60,41,0
60,42,0
60,43,1
60,44,0
60,45,0
74,1,1
74,2,1
74,4,0
74,5,0
74,6,0
74,7,1
74,8,0
74,9,1
74,10,1
74,11,0
74,12,1
74,13,0
74,14,0
74,15,1
74,16,1
74,17,0
74,18,0
74,19,1
74,20,0
74,21,0
74,22,0
74,23,0
74,24,1
74,25,0
74,26,0
74,27,1
74,28,0
74,29,1
74,30,1
74,31,1
74,32,1
74,33,0
74,34,1
74,35,0
74,36,1
74,37,0
74,38,1
74,39,1
74,40,1
74,41,0
74,42,1
74,43,1
74,44,1
74,45,0
75,1,0
75,2,1
75,3,1
75,4,1
75,5,1
75,6,0
75,7,1
75,8,1
75,9,1
75,10,0
75,11,0
75,13,1
75,15,0
75,16,1
75,17,0
75,18,0
75,19,0
75,20,0
75,21,0
75,22,0
75,23,1
75,24,1
75,25,0
75,26,0
75,27,0
75,28,0
75,33,1
75,34,1
75,35,1
75,36,0
75,37,0
75,38,0
75,39,0
75,40,1
75,41,1
75,42,1
75,43,1
75,44,1
75,45,1
