1,2,1
1,3,0
1,4,0
1,5,0
1,6,0
1,7,1
1,8,0
1,9,0
1,13,1
1,14,0
1,15,0
1,16,0
1,17,0
1,18,1
1,19,0
1,20,0
1,21,1
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,1
1,29,0
1,30,1
1,31,0
1,32,1
1,33,0
1,34,1
1,35,0
1,36,0
1,37,0
1,38,1
1,39,1
1,40,0
1,41,0
1,42,1
1,43,0
1,44,0
1,45,1
21,1,0
21,2,1
21,3,1
21,5,1
21,6,0
21,7,1
21,8,1
21,10,0
21,11,1
21,12,0
21,13,0
21,14,1
21,15,1
21,16,1
21,17,1
21,19,1
21,20,0
21,21,1
21,22,1
21,23,1
21,24,1
21,25,1
21,26,1
21,27,1
21,28,1
21,29,1
21,30,1
21,31,1
21,33,1
21,35,0
21,36,0
21,37,0
21,38,1
21,39,1
21,40,1
21,41,0
21,43,1
21,44,1
21,45,1
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,1
31,8,0
31,9,1
31,10,0
31,11,1
31,12,0
31,13,0
31,14,1
31,15,0
31,16,0
31,17,1
31,18,1
31,19,0
31,20,0
31,21,0
31,22,1
31,23,0
31,24,0
31,25,0
31,26,0
31,27,0
31,28,0
31,29,1
31,30,0
31,31,1
31,32,0
31,33,0
31,34,1
31,35,0
31,36,0
31,37,1
31,38,0
31,39,1
31,40,1
31,41,0
31,42,0
31,43,1
31,44,1
31,45,1
32,1,0
32,2,0
32,3,0
32,4,0
32,5,0
32,6,1
32,7,0
32,8,1
32,9,1
32,10,1
32,11,0
32,12,1
32,13,0
32,14,1
32,15,1
32,16,0
32,17,0
32,18,0
32,20,0
32,21,0
32,22,0
32,23,0
32,24,0
32,25,0
32,26,0
32,27,0
32,28,0
32,29,0
32,30,0
32,31,0
32,32,0
32,33,1
32,34,0
32,36,0
32,37,0
32,38,0
32,39,0
32,40,0
32,41,0
32,42,0
32,43,0
32,44,0
32,45,0
58,1,0
58,2,0
58,3,1
58,4,1
58,5,0
58,6,0
58,7,0
58,8,0
58,9,1
58,10,0
58,11,0
58,12,1
58,13,1
58,14,0
58,15,0
58,16,1
58,17,1
58,19,0
58,20,0
58,21,0
58,22,1
58,23,1
58,25,0
58,26,0
58,27,0
58,28,0
58,29,1
58,30,0
58,31,1
58,32,0
58,33,0
58,34,0
58,35,0
58,36,0
58,37,0
58,38,1
58,39,0
58,40,0
58,41,0
58,42,0
58,43,0
58,44,1
58,45,1
61,1,1
61,2,0
61,3,1
61,4,0
61,5,0
61,6,1
61,7,1
61,8,0
61,9,1
61,10,0
61,11,0
61,12,1
61,13,1
61,14,1
61,15,1
61,16,1
61,17,1
61,18,1
61,21,0
61,22,1
61,23,1
61,24,1
61,25,1
61,26,1
61,27,1
61,28,1
61,29,1
61,30,1
61,31,1
61,32,0
61,33,1
61,34,1
61,35,1
61,36,1
61,37,1
61,38,1
61,40,0
61,41,0
61,44,1
61,45,1
74,1,1
74,2,1
74,3,1
74,4,0
74,5,0
74,6,0
74,7,1
74,8,0
74,9,1
74,10,1
74,11,0
74,12,1
74,13,0
74,15,1
74,16,1
74,17,0
74,18,0
74,19,1
74,20,0
74,21,0
74,22,0
74,23,0
74,24,1
74,25,0
74,26,0
74,27,1
74,28,0
74,29,1
74,30,1
74,31,1
74,32,1
74,33,0
74,34,1
74,35,0
74,36,1
74,37,0
74,38,1
74,39,1
74,40,1
74,41,0
74,42,1
74,43,1
74,44,1
74,45,0
103,1,0
103,2,0
103,3,0
103,4,0
103,5,0
103,6,1
103,7,1
103,8,0
103,9,0
103,10,0
103,11,0
103,12,1
103,13,0
103,14,1
103,15,0
103,16,1
103,17,1
103,18,0
103,19,0
103,20,0
103,21,0
103,22,0
103,23,0
103,24,1
103,25,0
103,26,1
103,27,0
103,28,0
103,29,0
103,30,1
103,31,1
103,32,0
103,33,1
103,34,0
103,35,0
103,36,1
103,37,0
103,38,0
103,39,0
103,40,0
103,41,0
103,42,0
103,43,1
103,44,1
103,45,0
104,2,0
104,3,0
104,4,0
104,5,1
104,6,1
104,7,1
104,8,1
104,9,1
104,10,1
104,11,1
104,12,1
104,13,0
104,14,1
104,15,0
104,17,1
104,18,1
104,19,1
104,20,0
104,21,1
104,22,1
104,23,1
104,24,1
104,25,1
104,28,0
104,29,1
104,30,1
104,31,0
104,32,1
104,33,1
104,34,1
104,35,1
104,36,1
104,37,1
104,38,1
104,39,1
104,40,0
104,41,0
104,43,1
104,44,1
104,45,1
